,FID,COMPANY_NAME,ADDRESS,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,NAICS2,NAICS CODE,Industry Description,INDU_EMP,SERV_EMP,COMM_EMP,ESTEMP,TOTALPOP,HOUSEHOLDS,MALE,FEMALE,%Male,%FEMALE,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,WHITE_NH,%WHITE,%BLACK,%INDIAN,%ASIAN,PCT_HAWN,%OTHER,%MULTI,%HISP,AVERAGE_HOUSEHOLD_SIZE,AGE_BELOW_18,AGE_18_40,AGE_40_65,AGE_65+,AGE_MEDIAN,TRAN_TOTAL,TRAN_CAR,TRAN_MOTO,TRAN_BIKE,TRAN_PUB,TRAN_WALK,TRAN_OTHER,TRAN_HOME,CURRENTLY_STUDENT,CURRENTLY_NOT_STUDENT,LESS_$10K,I10K_14K,I15K_19K,I20K_24K,I25K_29K,I30K_34K,I35K_39K,I40K_44K,I45K_49K,I50K_59K,I60K_74K,I75K_99K,I100K_124K,I125K_149K,I150K_199K,I200KMORE,MEDIAN_HOUSEHOLD_INCOME,%_BACHELOR_DEGREE,%POVERTY
4732,4732,Walgreens,9125 NW 39th Ave,GAINESVILLE,FL,32606,29.688421,-82.439601,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,4107,1718,2333,1774,57%,43%,2580,1158,0,141,0,52,176,337,2402,62.81957633,28.19576333,0.0,3.43316289,0.0,1.266131,4.28536645,8.2055028,2.37,556,1731,880,1880,31,1655,1447,12,23,92,38,0,43,1686,2406,342,37,183,125,181,49,215,17,13,64,171,145,85,28,57,6,28125,13.44046749,36.71779888
5376,5376,CVS/PHARMACY,101 SW 34th St,GAINESVILLE,FL,32607,29.651069,-82.372238,446110,44611009,Pharmacies & Drug Stores,0,0.0,10,10,1297,389,675,622,52%,48%,1297,0,0,0,0,0,0,33,1264,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54433308,3.33,86,931,212,136,22,537,337,0,152,19,0,0,29,860,415,46,33,36,35,45,17,12,0,0,0,9,87,37,0,8,24,29821,7.86430224,60.83269082
5926,5926,Walmart Pharmacy,2649 NW 13th St,GAINESVILLE,FL,32609,29.676725,-82.337242,446110,44611009,Pharmacies & Drug Stores,0,0.0,8,8,1380,590,603,777,44%,56%,979,234,0,57,0,32,78,258,826,70.94202899,16.95652174,0.0,4.13043478,0.0,2.31884058,5.65217391,18.69565217,2.34,281,445,522,264,39,714,630,0,0,19,33,0,32,382,948,47,30,88,8,45,26,78,0,22,25,54,45,61,32,29,0,38962,13.76811594,23.39939024
6282,6282,Walgreens,3300 SW Archer Rd # C,GAINESVILLE,FL,32608,29.628218,-82.371382,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,802,507,409,393,51%,49%,478,211,8,69,2,0,34,113,397,59.60099751,26.30922693,0.99750623,8.60349127,0.24937656,0.0,4.2394015,14.08977556,1.58,72,515,199,32,27,413,222,0,9,94,88,0,0,344,447,195,36,66,20,17,36,28,41,22,31,0,15,0,0,0,0,16940,6.73316708,40.0250941
6395,6395,Genoa Health Care LLC,4300 SW 13th St,GAINESVILLE,FL,32608,29.612842999999998,-82.342302,446110,44611009,Pharmacies & Drug Stores,0,0.0,3,3,2175,867,1144,1031,53%,47%,1984,145,8,26,0,0,12,254,1756,91.2183908,6.66666667,0.36781609,1.1954023,0.0,0.0,0.55172414,11.67816092,2.37,227,661,534,1506,51,842,688,0,47,62,0,0,45,573,1583,81,42,70,38,23,29,10,42,18,45,80,134,75,84,41,55,68750,15.54022989,27.78574845
6796,6796,Westlab Pharmacy,4410 W Newberry Rd # A5,GAINESVILLE,FL,32607,29.656959999999998,-82.390782,446110,44611009,Pharmacies & Drug Stores,0,0.0,16,16,1606,504,973,633,61%,39%,1191,336,0,13,16,0,50,99,1158,74.15940224,20.92154421,0.0,0.80946451,0.99626401,0.0,3.11332503,6.16438356,3.18,164,984,341,234,24,992,727,152,36,14,28,5,30,859,715,50,26,81,32,60,7,5,56,6,22,59,60,28,9,0,3,31071,9.6513076,47.75840598
7040,7040,CVS/PHARMACY,1621 SW 13th St,GAINESVILLE,FL,32608,29.635453000000002,-82.33886,446110,44611009,Pharmacies & Drug Stores,0,0.0,4,4,824,389,470,354,57%,43%,257,168,0,353,0,37,9,63,231,31.18932039,20.38834951,0.0,42.83980583,0.0,4.49029126,1.09223301,7.64563107,2.12,64,576,154,60,26,503,239,8,19,189,48,0,0,312,467,78,12,37,19,33,32,10,45,0,16,78,16,4,0,0,9,33711,20.26699029,28.6407767
7064,7064,Youth Talk-Corner Drug Store,3615 SW 13th St,GAINESVILLE,FL,32608,29.61972,-82.33948000000001,446110,44611009,Pharmacies & Drug Stores,0,0.0,5,5,1896,913,889,1007,47%,53%,1147,221,0,363,0,63,102,193,1059,60.49578059,11.65611814,0.0,19.14556962,0.0,3.32278481,5.37974684,10.17932489,2.08,73,1593,171,118,27,1080,786,0,67,162,50,0,15,1077,777,159,30,207,100,52,50,31,40,40,62,73,40,8,0,10,11,23504,20.41139241,38.34388186
7299,7299,CVS/PHARMACY,7430 SW Archer Rd,GAINESVILLE,FL,32608,29.599621999999997,-82.420176,446110,44611009,Pharmacies & Drug Stores,0,0.0,15,15,3176,1396,1239,1937,39%,61%,2032,986,17,81,0,0,60,528,1504,63.97984887,31.04534005,0.53526448,2.55037783,0.0,0.0,1.88916877,16.62468514,2.21,967,1206,749,508,30,1516,1350,29,0,98,31,0,8,847,2098,171,142,106,57,68,66,170,85,162,59,111,116,21,14,12,36,38423,7.80856423,27.45033113
7361,7361,Walgreens,2415 SW 75th St,GAINESVILLE,FL,32608,29.629931,-82.421869,446110,44611009,Pharmacies & Drug Stores,0,0.0,13,13,3176,1396,1239,1937,39%,61%,2032,986,17,81,0,0,60,528,1504,63.97984887,31.04534005,0.53526448,2.55037783,0.0,0.0,1.88916877,16.62468514,2.21,967,1206,749,508,30,1516,1350,29,0,98,31,0,8,847,2098,171,142,106,57,68,66,170,85,162,59,111,116,21,14,12,36,38423,7.80856423,27.45033113
8144,8144,Gainesville Va Pharmacy,1601 SW Archer Rd,GAINESVILLE,FL,32608,29.639088,-82.343264,446110,44611009,Pharmacies & Drug Stores,0,0.0,199,199,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
8454,8454,VA PHARMACY SVC,1601 SW ARCHER RD # 119,GAINESVILLE,FL,32608,29.639088,-82.343264,446110,44611009,PHARMACIES & DRUG STORES,0,0.0,5,5,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
8608,8608,Walgreens,1615 NW 13th St,GAINESVILLE,FL,32609,29.667104,-82.338637,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,1555,836,829,726,53%,47%,882,599,19,24,0,0,31,26,882,56.72025723,38.52090032,1.22186495,1.54340836,0.0,0.0,1.99356913,1.67202572,1.86,262,711,482,200,28,822,678,15,87,12,18,0,12,488,1052,171,104,89,40,86,57,17,15,35,128,15,34,31,14,0,0,25700,13.63344051,34.01929260000001
8812,8812,Walgreens,3909 NW 13th St,GAINESVILLE,FL,32609,29.688581,-82.338863,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,760,397,363,397,48%,52%,540,159,8,0,0,47,6,0,540,71.05263158,20.92105263,1.05263158,0.0,0.0,6.18421053,0.78947368,0.0,1.84,58,246,317,278,47,318,297,0,0,9,0,0,12,107,653,80,49,34,46,68,0,14,9,30,0,0,19,0,0,41,7,24429,10.26315789,32.36842105
8863,8863,CVS/PHARMACY,3904 NW 13th St,GAINESVILLE,FL,32609,29.689038,-82.339549,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,1846,838,909,937,49%,51%,1599,103,10,98,0,19,17,159,1452,86.61971831,5.57963164,0.54171181,5.30877573,0.0,1.02925244,0.92091008,8.61321777,2.17,346,631,671,396,38,990,825,0,18,40,46,26,35,454,1306,74,66,59,48,12,36,58,19,84,85,84,74,73,22,33,11,48532,11.21343445,28.38569881
9131,9131,CVS/PHARMACY,600 SW 86TH TER,GAINESVILLE,FL,32607,29.647153999999997,-82.434851,446110,44611009,PHARMACIES & DRUG STORES,0,0.0,15,15,1057,483,523,534,49%,51%,954,50,0,22,0,0,31,75,910,90.25543992,4.73036897,0.0,2.08136235,0.0,0.0,2.93282876,7.09555345,2.18,188,154,452,526,55,489,445,0,0,0,0,0,44,217,792,63,0,0,41,52,0,6,0,0,10,34,129,53,53,19,23,76740,21.94891202,6.14947966
9281,9281,Publix Pharmacy,5200 SW 34th St,GAINESVILLE,FL,32608,29.604971999999997,-82.372401,446110,44611009,Pharmacies & Drug Stores,0,0.0,6,6,2529,955,1328,1201,53%,47%,1052,733,22,630,0,12,80,270,789,41.59746936,28.98378806,0.86990905,24.91103203,0.0,0.47449585,3.16330565,10.67615658,2.65,96,2183,233,34,24,1367,602,35,58,445,168,0,59,1598,915,323,76,128,53,71,65,11,16,31,85,33,41,13,5,4,0,17790,8.62000791,60.18189008
9308,9308,Walgreens,3455 SW Archer Rd,GAINESVILLE,FL,32608,29.624634999999998,-82.374223,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,2529,955,1328,1201,53%,47%,1052,733,22,630,0,12,80,270,789,41.59746936,28.98378806,0.86990905,24.91103203,0.0,0.47449585,3.16330565,10.67615658,2.65,96,2183,233,34,24,1367,602,35,58,445,168,0,59,1598,915,323,76,128,53,71,65,11,16,31,85,33,41,13,5,4,0,17790,8.62000791,60.18189008
9327,9327,CENTRAL PHARMACY NORTH FLORIDA,4110 SW 34TH ST,GAINESVILLE,FL,32608,29.615269,-82.372729,446110,44611009,PHARMACIES & DRUG STORES,0,0.0,5,5,2529,955,1328,1201,53%,47%,1052,733,22,630,0,12,80,270,789,41.59746936,28.98378806,0.86990905,24.91103203,0.0,0.47449585,3.16330565,10.67615658,2.65,96,2183,233,34,24,1367,602,35,58,445,168,0,59,1598,915,323,76,128,53,71,65,11,16,31,85,33,41,13,5,4,0,17790,8.62000791,60.18189008
9440,9440,CVS/PHARMACY,3404 SW Archer Rd,GAINESVILLE,FL,32608,29.6271,-82.37333199999999,446110,44611009,Pharmacies & Drug Stores,0,0.0,10,10,699,386,410,289,59%,41%,424,2,0,140,0,0,133,87,348,60.65808298,0.28612303,0.0,20.028612300000002,0.0,0.0,19.02718169,12.44635193,1.8,17,552,130,0,26,414,201,0,0,34,111,27,41,268,414,54,67,0,21,18,130,0,21,12,19,0,14,30,0,0,0,31231,6.15164521,36.33762518
9683,9683,Wise's Pharmacy,3601 SW 2nd Ave # A,GAINESVILLE,FL,32607,29.650006,-82.376874,446110,44611009,Pharmacies & Drug Stores,0,0.0,4,4,2453,1145,937,1516,38%,62%,1995,212,0,184,0,6,56,472,1529,81.32898492,8.642478599999999,0.0,7.50101916,0.0,0.24459845,2.28291887,19.2417448,2.04,50,1714,411,556,25,1372,1245,0,0,47,49,0,31,1359,1071,338,24,84,0,62,12,74,30,198,84,103,76,15,13,23,9,37152,18.14105177,40.06849315
9804,9804,Southeastern Community Pharm,4343 W Newberry Rd # 9,GAINESVILLE,FL,32607,29.65445,-82.38871,446110,44611009,Pharmacies & Drug Stores,0,0.0,4,4,664,337,291,373,44%,56%,604,0,0,32,0,0,28,0,604,90.96385542,0.0,0.0,4.81927711,0.0,0.0,4.21686747,0.0,1.97,46,115,373,260,53,323,239,0,51,20,0,0,13,93,571,52,0,0,0,12,32,36,23,0,74,21,34,38,15,0,0,51985,19.42771084,12.65060241
9968,9968,CVS/PHARMACY,2303 SW 75th St,GAINESVILLE,FL,32607,29.631035999999998,-82.421807,446110,44611009,Pharmacies & Drug Stores,0,0.0,15,15,1221,403,631,590,52%,48%,451,714,0,11,0,0,45,49,402,36.93693694,58.47665848,0.0,0.9009009,0.0,0.0,3.68550369,4.01310401,3.03,397,443,348,66,30,636,520,0,0,87,0,0,29,317,824,72,26,21,37,0,8,36,31,4,12,67,73,0,0,8,8,40188,11.46601147,29.73640857
10145,10145,Walgreens,1120 E University Ave,GAINESVILLE,FL,32641,29.652038,-82.310195,446110,44611009,Pharmacies & Drug Stores,0,0.0,25,25,858,297,323,535,38%,62%,8,826,0,0,0,0,24,14,8,0.93240093,96.27039627,0.0,0.0,0.0,0.0,2.7972028,1.63170163,2.89,320,257,243,76,25,221,149,0,0,0,56,0,16,371,458,49,60,37,20,15,16,31,27,14,7,21,0,0,0,0,0,22813,3.61305361,46.96969697
10206,10206,PH PHARMACY SVC,6743 NW 34TH TER,GAINESVILLE,FL,32653,29.717325,-82.372401,446110,44611009,PHARMACIES & DRUG STORES,0,0.0,5,5,2547,960,1382,1165,54%,46%,2141,160,0,186,0,0,60,174,1983,84.05967805,6.28190027,0.0,7.30270907,0.0,0.0,2.3557126,6.83156655,2.65,710,551,1007,558,42,1209,1093,27,0,0,11,0,78,785,1650,0,29,53,17,27,70,65,56,11,104,37,161,112,78,72,68,76310,18.25677267,3.72987829
10912,10912,CVS/PHARMACY,4145 NW 53rd Ave,GAINESVILLE,FL,32653,29.702758000000003,-82.38794,446110,44611009,Pharmacies & Drug Stores,0,0.0,10,10,2804,1146,1314,1490,47%,53%,2039,210,4,512,0,17,22,347,1709,72.71754636,7.489300999999999,0.14265335,18.2596291,0.0,0.60627675,0.78459344,12.37517832,2.45,579,837,946,884,40,1416,1272,0,26,14,0,86,18,730,2010,56,31,37,65,49,114,25,75,60,85,33,185,162,52,85,32,57500,14.87161198,15.47788873
